Protein.Group,Protein.Names,Genes,First.Protein.Description,Bt1_DIA,Bt2_DIA,Bt3_DIA,STS1_DIA,STS2_DIA,STS3_DIA,Average Bt,Average ST,Fold Change,log2 Fold Change ST
O15460,P4HA2_HUMAN,P4HA2,Prolyl 4-hydroxylase subunit alpha-2,472823,366721,366721,643273,777455,587805,402088.333333333,669511,1.66508437200781,0.735595282397601
O15498,YKT6_HUMAN,YKT6,Synaptobrevin homolog YKT6,739748,971223,790678,783941,1040000,863821,833883,895920.666666667,1.07439612831376,0.103526011001786
O15511,ARPC5_HUMAN,ARPC5,Actin-related protein 2/3 complex subunit 5,2480000,2270000,1890000,2940000,2490000,2570000,2213333.33333333,2666666.66666667,1.20481927710843,0.2688167584278
O15530;Q6A1A2,PDPK1_HUMAN;PDPK2_HUMAN,PDPK1;PDPK2P,3-phosphoinositide-dependent protein kinase 1,241200,391918,241200,256380,256380,411046,291439.333333333,307935.333333333,1.05660183137028,0.0794318155769549
O15533,TPSN_HUMAN,TAPBP,Tapasin,196524,173590,170863,258366,162777,138278,180325.666666667,186473.666666667,1.03409387090394,0.0483671536805512
O15541,R113A_HUMAN,RNF113A,E3 ubiquitin-protein ligase RNF113A,263892,254653,207457,297342,233140,223470,242000.666666667,251317.333333333,1.03849851653301,0.0544991553332634
O43143,DHX15_HUMAN,DHX15,ATP-dependent RNA helicase DHX15,3480000,3740000,3360000,3590000,3480000,3530000,3526666.66666667,3533333.33333333,1.00189035916824,0.00272463733653581
O43148,MCES_HUMAN,RNMT,mRNA cap guanine-N7 methyltransferase,4790000,5400000,4740000,4980000,4580000,5470000,4976666.66666667,5010000,1.00669792364367,0.0096308437818232
O43156,TTI1_HUMAN,TTI1,TELO2-interacting protein 1 homolog,286909,502351,366530,278681,354562,275576,385263.333333333,302939.666666667,0.786318448853165,-0.346814391133562
O43164,PJA2_HUMAN,PJA2,E3 ubiquitin-protein ligase Praja-2,27623.3,27623.3,46646.6,39693.3,25002.4,25002.4,33964.4,29899.3666666667,0.880314878716146,-0.183908443059885
O43169,CYB5B_HUMAN,CYB5B,Cytochrome b5 type B,1340000,1200000,1350000,2340000,1280000,1550000,1296666.66666667,1723333.33333333,1.32904884318766,0.410394125328743
O43172,PRP4_HUMAN,PRPF4,U4/U6 small nuclear ribonucleoprotein Prp4,743288,683152,499693,623116,803527,596313,642044.333333333,674318.666666667,1.05026807598437,0.0707576160159022
O43175,SERA_HUMAN,PHGDH,D-3-phosphoglycerate dehydrogenase,16600000,17200000,16900000,16000000,17600000,18100000,16900000,17233333.3333333,1.01972386587771,0.028178533311594
O43237,DC1L2_HUMAN,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,481548,384315,402038,391093,491867,477619,422633.666666667,453526.333333333,1.07309561235459,0.101778625325061
O43242,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3,5310000,5850000,5620000,5550000,5610000,4920000,5593333.33333333,5360000,0.958283671036949,-0.0614753092608946
O43251;Q9NWB1,RFOX1_HUMAN;RFOX2_HUMAN,RBFOX1;RBFOX2,RNA binding protein fox-1 homolog 2,454773,426270,377562,347130,392570,309789,419535,349829.666666667,0.83385096992305,-0.262138533957475
O43252,PAPS1_HUMAN,PAPSS1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,1510000,1530000,1270000,1510000,1370000,1520000,1436666.66666667,1466666.66666667,1.02088167053364,0.0298156544355616
O43264,ZW10_HUMAN,ZW10,Centromere/kinetochore protein zw10 homolog,668433,579594,997232,435473,813398,488650,748419.666666667,579173.666666667,0.773862169130599,-0.36985146084183
O43290,SNUT1_HUMAN,SART1,U4/U6.U5 tri-snRNP-associated protein 1,447454,423567,479797,376090,388933,273335,450272.666666667,346119.333333333,0.768688305900573,-0.379529374059282
O43291,SPIT2_HUMAN,SPINT2,Kunitz-type protease inhibitor 2,381127,411266,416824,388992,421140,430366,403072.333333333,413499.333333333,1.02586880601249,0.036846242623994
O43318,M3K7_HUMAN,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,117805,60712.1,60712.1,109323,78310.2,78310.2,79743.0666666667,88647.8,1.11166780643834,0.152725739857014
O43324,MCA3_HUMAN,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,2960000,3020000,2700000,3160000,3190000,2940000,2893333.33333333,3096666.66666667,1.07027649769585,0.0979835539381733
O43347,MSI1H_HUMAN,MSI1,RNA-binding protein Musashi homolog 1,351024,342623,394731,392211,608808,207427,362792.666666667,402815.333333333,1.11031829015287,0.150973307026737
O43379,WDR62_HUMAN,WDR62,WD repeat-containing protein 62,107091,133228,115261,106330,79641.5,91906.8,118526.666666667,92626.1,0.781478992069295,-0.355721004061422
O43390,HNRPR_HUMAN,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,6890000,6580000,6660000,6980000,6590000,5080000,6710000,6216666.66666667,0.926477893691009,-0.11017154177874
O43395,PRPF3_HUMAN,PRPF3,U4/U6 small nuclear ribonucleoprotein Prp3,955496,1370000,898059,1230000,1180000,1080000,1074518.33333333,1163333.33333333,1.08265563950359,0.114574437607505
O43396,TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1,3540000,3390000,3560000,4120000,4950000,3230000,3496666.66666667,4100000,1.17254528122021,0.229643637649335
O43399,TPD54_HUMAN,TPD52L2,Tumor protein D54,2050000,2190000,2370000,2100000,2170000,2210000,2203333.33333333,2160000,0.980332829046899,-0.0286564586230671
O43414,ERI3_HUMAN,ERI3,ERI1 exoribonuclease 3,217662,200718,200718,104308,104308,104308,206366,104308,0.505451479410368,-0.98435548698017
O43432,IF4G3_HUMAN,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,253883,348961,503175,385904,434501,453676,368673,424693.666666667,1.1519521816533,0.204080830735534
O43447,PPIH_HUMAN,PPIH,Peptidyl-prolyl cis-trans isomerase H,1800000,1540000,1770000,1470000,1720000,1610000,1703333.33333333,1600000,0.939334637964775,-0.0902888853291027
O43464,HTRA2_HUMAN,HTRA2,"Serine protease HTRA2, mitochondrial",388117,282866,401578,392598,426109,450261,357520.333333333,422989.333333333,1.18311965473292,0.242595987929849
O43488,ARK72_HUMAN,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,2650000,2190000,2520000,2890000,2640000,3220000,2453333.33333333,2916666.66666667,1.18885869565217,0.249577250662678
O43491,E41L2_HUMAN,EPB41L2,Band 4.1-like protein 2,1070000,1090000,1310000,1540000,1560000,1120000,1156666.66666667,1406666.66666667,1.21613832853026,0.282307336128924
O43493,TGON2_HUMAN,TGOLN2,Trans-Golgi network integral membrane protein 2,195978,253827,282588,248918,247721,181973,244131,226204,0.926568113021288,-0.11003106066816
O43502,RA51C_HUMAN,RAD51C,DNA repair protein RAD51 homolog 3,250108,284157,310379,286056,265080,392022,281548,314386,1.11663375339196,0.159156071400305
O43505,B4GA1_HUMAN,B4GAT1,"Beta-1,4-glucuronyltransferase 1",197449,128433,249490,137283,165138,213726,191790.666666667,172049,0.89706659343868,-0.156713007783362
O43524,FOXO3_HUMAN,FOXO3,Forkhead box protein O3,107524,20942.3,56104.4,73638.4,174110,73638.4,61523.5666666667,107128.933333333,1.74126662574287,0.800137127851529
O43583,DENR_HUMAN,DENR,Density-regulated protein,712148,549884,712061,678398,694766,861292,658031,744818.666666667,1.13188993628973,0.178733678939282
O43592,XPOT_HUMAN,XPOT,Exportin-T,1590000,1380000,1480000,1420000,1300000,1290000,1483333.33333333,1336666.66666667,0.901123595505618,-0.15020309939884
O43598,DNPH1_HUMAN,DNPH1,5-hydroxymethyl-dUMP N-hydrolase,4300000,4660000,4790000,5720000,7290000,5440000,4583333.33333333,6150000,1.34181818181818,0.424189197648374
O43615,TIM44_HUMAN,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,1670000,1590000,1600000,1560000,1590000,1820000,1620000,1656666.66666667,1.02263374485597,0.0322895379565052
O43617,TPPC3_HUMAN,TRAPPC3,Trafficking protein particle complex subunit 3,882285,933804,835729,992322,886471,866833,883939.333333333,915208.666666667,1.03537497671409,0.0501533562004693
O43633,CHM2A_HUMAN,CHMP2A,Charged multivesicular body protein 2a,335062,335062,335062,351600,261119,362710,335062,325143,0.970396523628463,-0.0433537127646364
O43639,NCK2_HUMAN,NCK2,Cytoplasmic protein NCK2,422254,194292,371918,412642,192166,192166,329488,265658,0.806275190598747,-0.310655764382981
O43657,TSN6_HUMAN,TSPAN6,Tetraspanin-6,487270,622930,313737,459216,523621,306605,474645.666666667,429814,0.90554708529942,-0.143138436636396
O43660,PLRG1_HUMAN,PLRG1,Pleiotropic regulator 1,668957,634001,631751,568570,566074,487909,644903,540851,0.838654805451363,-0.25385098260273
O43665,RGS10_HUMAN,RGS10,Regulator of G-protein signaling 10,357341,375480,450402,346745,485375,461430,394407.666666667,431183.333333333,1.09324277841117,0.128613818499337
O43670,ZN207_HUMAN,ZNF207,BUB3-interacting and GLEBS motif-containing protein ZNF207,2980000,2760000,2700000,3370000,2810000,3340000,2813333.33333333,3173333.33333333,1.12796208530806,0.173718574600759
O43678,NDUA2_HUMAN,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,413353,229923,234213,338044,301320,144784,292496.333333333,261382.666666667,0.893627156579741,-0.162255066107753
O43681,GET3_HUMAN,GET3,ATPase GET3,693884,678322,704543,684415,783938,698551,692249.666666667,722301.333333333,1.0434116014983,0.0613083796236062
O43684,BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3,3240000,3200000,3320000,3070000,3030000,3170000,3253333.33333333,3090000,0.949795081967213,-0.0743118089373556
O43707,ACTN4_HUMAN,ACTN4,Alpha-actinin-4,22300000,16500000,20900000,19300000,17300000,21100000,19900000,19233333.3333333,0.966499162479062,-0.0491596126193227
O43708,MAAI_HUMAN,GSTZ1,Maleylacetoacetate isomerase,588737,617875,578045,950580,756857,436483,594885.666666667,714640,1.20130646953448,0.264604249024039
O43719,HTSF1_HUMAN,HTATSF1,17S U2 SnRNP complex component HTATSF1,2380000,2150000,2160000,2170000,2580000,2420000,2230000,2390000,1.07174887892377,0.0999669080604438
O43747,AP1G1_HUMAN,AP1G1,AP-1 complex subunit gamma-1,1380000,1190000,1500000,1540000,1660000,1140000,1356666.66666667,1446666.66666667,1.06633906633907,0.0926662481782324
O43759,SNG1_HUMAN,SYNGR1,Synaptogyrin-1,543826,478451,648731,474949,356801,322251,557002.666666667,384667,0.690601720638082,-0.534074166208754
O43760,SNG2_HUMAN,SYNGR2,Synaptogyrin-2,1520000,1800000,1940000,2170000,1470000,1220000,1753333.33333333,1620000,0.923954372623574,-0.114106485686521
O43765,SGTA_HUMAN,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,4030000,3960000,2950000,4200000,3530000,3600000,3646666.66666667,3776666.66666667,1.03564899451554,0.0505351230279592
O43768,ENSA_HUMAN,ENSA,Alpha-endosulfine,1090000,1560000,1380000,1060000,1170000,1060000,1343333.33333333,1096666.66666667,0.816377171215881,-0.292692254792726
O43776,SYNC_HUMAN,NARS1,"Asparagine--tRNA ligase, cytoplasmic",4240000,4590000,4250000,4900000,4010000,5010000,4360000,4640000,1.06422018348624,0.0897966703506458
O43795,MYO1B_HUMAN,MYO1B,Unconventional myosin-Ib,554052,749460,1100000,817368,1010000,854317,801170.666666667,893895,1.1157360562377,0.157995776813908
O43808,PM34_HUMAN,SLC25A17,Peroxisomal membrane protein PMP34,406523,248020,380465,354012,199537,199537,345002.666666667,251028.666666667,0.727613699604254,-0.458755388394588
O43809,CPSF5_HUMAN,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,3930000,3250000,3000000,3470000,3430000,2940000,3393333.33333333,3280000,0.966601178781925,-0.0490073407364555
O43813,LANC1_HUMAN,LANCL1,Glutathione S-transferase LANCL1,1460000,1790000,1370000,1630000,1530000,1830000,1540000,1663333.33333333,1.08008658008658,0.111146963921203
O43815,STRN_HUMAN,STRN,Striatin,1280000,1260000,1150000,1490000,1230000,1270000,1230000,1330000,1.08130081300813,0.11276793016195
O43819,SCO2_HUMAN,SCO2,"Protein SCO2 homolog, mitochondrial",797123,807640,752433,720817,893001,678342,785732,764053.333333333,0.972409591735265,-0.0403639708742248
O43823,AKAP8_HUMAN,AKAP8,A-kinase anchor protein 8,161967,179698,183502,170413,204694,94769.8,175055.666666667,156625.6,0.89471882277447,-0.1604937272849
O43826,G6PT1_HUMAN,SLC37A4,Glucose-6-phosphate exchanger SLC37A4,555003,469355,725474,679535,572864,572864,583277.333333333,608421,1.04310756689785,0.0608879385175957
O43837,IDH3B_HUMAN,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",2590000,2600000,2170000,2610000,2820000,2870000,2453333.33333333,2766666.66666667,1.12771739130435,0.173405570177274
O43847,NRDC_HUMAN,NRDC,Nardilysin,1800000,1820000,1550000,1830000,1890000,1810000,1723333.33333333,1843333.33333333,1.06963249516441,0.0971151999197724
O43852,CALU_HUMAN,CALU,Calumenin,2610000,2500000,2590000,2350000,2430000,2840000,2566666.66666667,2540000,0.98961038961039,-0.0150674480889415
O43865,SAHH2_HUMAN,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,1290000,1340000,1260000,1390000,1380000,1090000,1296666.66666667,1286666.66666667,0.992287917737789,-0.0111693077181115
O43920,NDUS5_HUMAN,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,238310,294916,339011,327855,230230,173079,290745.666666667,243721.333333333,0.838262995034606,-0.254525151551674
O43924,PDE6D_HUMAN,PDE6D,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",396311,449182,485799,527671,548382,608856,443764,561636.333333333,1.2656194133218,0.3398436345759
O43929,ORC4_HUMAN,ORC4,Origin recognition complex subunit 4,209908,209908,209908,168082,168082,168082,209908,168082,0.800741277130934,-0.320591917789356
O60216,RAD21_HUMAN,RAD21,Double-strand-break repair protein rad21 homolog,302275,302275,334856,264380,403859,257498,313135.333333333,308579,0.985449315844268,-0.0211464231726487
O60231,DHX16_HUMAN,DHX16,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,10200000,10500000,10400000,9810000,10300000,9510000,10366666.6666667,9873333.33333333,0.952411575562701,-0.070342939729117
O60232,ZNRD2_HUMAN,ZNRD2,Protein ZNRD2,635757,635876,714730,842748,896398,693427,662121,810857.666666667,1.2246366852383,0.292353806250022
O60256,KPRB_HUMAN,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2,2060000,1710000,1590000,1830000,1750000,1710000,1786666.66666667,1763333.33333333,0.986940298507463,-0.0189652783437469
O60271,JIP4_HUMAN,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,1170000,1220000,1180000,1260000,1230000,1350000,1190000,1280000,1.07563025210084,0.105182236692056
O60294,TYW4_HUMAN,LCMT2,tRNA wybutosine-synthesizing protein 4,250704,250704,307440,283952,149134,149134,269616,194073.333333333,0.719813858722529,-0.474304215856466
O60306,AQR_HUMAN,AQR,RNA helicase aquarius,355267,363670,374240,369363,335031,330648,364392.333333333,345014,0.94682013983097,-0.0788377008921047
O60313,OPA1_HUMAN,OPA1,"Dynamin-like GTPase OPA1, mitochondrial",657685,671485,681861,636952,618006,631441,670343.666666667,628799.666666667,0.938025818597525,-0.0923004622853156
O60341,KDM1A_HUMAN,KDM1A,Lysine-specific histone demethylase 1A,630770,622272,2830000,675050,519013,687223,1361014,627095.333333333,0.460755975569196,-1.11792521851994
O60343,TBCD4_HUMAN,TBC1D4,TBC1 domain family member 4,2640000,2310000,2300000,2180000,2110000,1950000,2416666.66666667,2080000,0.860689655172414,-0.216434966040048
O60488,ACSL4_HUMAN,ACSL4,Long-chain-fatty-acid--CoA ligase 4,758541,643787,623755,659813,675511,774412,675361,703245.333333333,1.04128804200025,0.0583692033964051
O60493,SNX3_HUMAN,SNX3,Sorting nexin-3,2190000,1550000,1410000,1930000,1840000,2190000,1716666.66666667,1986666.66666667,1.15728155339806,0.210739898391581
O60499,STX10_HUMAN,STX10,Syntaxin-10,9965.2,29978.3,96611.5,1,1,1,45518.3333333333,1,0.0000219691699315294,-15.4741601134735
O60502,OGA_HUMAN,OGA,Protein O-GlcNAcase,387528,436248,387959,370861,405830,371708,403911.666666667,382799.666666667,0.947731145836342,-0.0774502441814709
O60506,HNRPQ_HUMAN,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,12000000,15000000,11000000,9940000,11900000,9480000,12666666.6666667,10440000,0.82421052631579,-0.278915205927269
O60547,GMDS_HUMAN,GMDS,"GDP-mannose 4,6 dehydratase",990548,1220000,1150000,1120000,1020000,1340000,1120182.66666667,1160000,1.03554539319183,0.0503907955645742
O60551,NMT2_HUMAN,NMT2,Glycylpeptide N-tetradecanoyltransferase 2,655045,846047,648383,651014,651014,651014,716491.666666667,651014,0.908613498645018,-0.138261356206809
O60568,PLOD3_HUMAN,PLOD3,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,199615,240973,161477,174118,254880,319050,200688.333333333,249349.333333333,1.24247049737155,0.313211595207203
O60573,IF4E2_HUMAN,EIF4E2,Eukaryotic translation initiation factor 4E type 2,328529,355607,333776,337245,310537,361545,339304,336442.333333333,0.991566068579602,-0.012219191685307
O60610,DIAP1_HUMAN,DIAPH1,Protein diaphanous homolog 1,1050000,1030000,1030000,1200000,1080000,1200000,1036666.66666667,1160000,1.11897106109325,0.162172725718126
O60613,SEP15_HUMAN,SELENOF,Selenoprotein F,324547,233473,322843,357360,377350,352115,293621,362275,1.23381842579379,0.303130096690557
O60664,PLIN3_HUMAN,PLIN3,Perilipin-3,1590000,1210000,1370000,1480000,1450000,1410000,1390000,1446666.66666667,1.04076738609113,0.0576476589998157
O60678,ANM3_HUMAN,PRMT3,Protein arginine N-methyltransferase 3,295809,252543,251449,340123,294143,343829,266600.333333333,326031.666666667,1.22292295208433,0.290333512493772
O60684,IMA7_HUMAN,KPNA6,Importin subunit alpha-7,1960000,1780000,1660000,1720000,1720000,2110000,1800000,1850000,1.02777777777778,0.0395283641866373
O60701,UGDH_HUMAN,UGDH,UDP-glucose 6-dehydrogenase,1200000,1130000,1120000,1220000,1250000,1240000,1150000,1236666.66666667,1.07536231884058,0.104822824955272
O60716,CTND1_HUMAN,CTNND1,Catenin delta-1,803908,964658,946763,819479,952264,785656,905109.666666667,852466.333333333,0.941837618940467,-0.0864497468783351
O60749,SNX2_HUMAN,SNX2,Sorting nexin-2,4450000,4000000,3540000,4460000,4410000,4370000,3996666.66666667,4413333.33333333,1.10425354462052,0.143071463392994
O60762,DPM1_HUMAN,DPM1,Dolichol-phosphate mannosyltransferase subunit 1,213062,255863,363007,441339,384045,288946,277310.666666667,371443.333333333,1.33944841645711,0.421639022572993
O60763,USO1_HUMAN,USO1,General vesicular transport factor p115,1530000,1170000,1110000,1270000,1460000,1260000,1270000,1330000,1.04724409448819,0.0665977487290236
O60783,RT14_HUMAN,MRPS14,Small ribosomal subunit protein uS14m,650407,864553,633168,598028,696064,666418,716042.666666667,653503.333333333,0.912659767015746,-0.131850960768653
O60784,TOM1_HUMAN,TOM1,Target of Myb1 membrane trafficking protein,65398.5,84993.7,65398.5,39792.5,77902.5,76011.5,71930.2333333333,64568.8333333333,0.897659166961319,-0.155760324167398
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1L_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN;H2BFS_HUMAN,H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9,Histone H2B type 1-K,2810000,3080000,3110000,2710000,3210000,2810000,3000000,2910000,0.97,-0.0439433475875971
O60826,CCD22_HUMAN,CCDC22,Coiled-coil domain-containing protein 22,413824,480184,393181,501708,534223,434458,429063,490129.666666667,1.14232564137823,0.191973976648467
